Date,Open,High,Low,Close,Volume,Adj Close
2016-02-08,15.55,15.91,15.33,15.82,135900,15.603406
2016-02-05,16.049999,16.049999,15.74,15.86,101800,15.642858
2016-02-04,16.26,16.51,16.110001,16.219999,141300,15.997929
2016-02-03,15.83,16.200001,15.28,16.200001,205400,15.978204
2016-02-02,15.85,15.85,15.53,15.60,147400,15.386419
2016-02-01,16.33,16.33,15.90,16.139999,257500,15.919025
2016-01-29,16.08,16.469999,15.99,16.469999,157400,16.244506
2016-01-28,16.059999,16.200001,15.70,16.040001,149300,15.820395
2016-01-27,15.64,15.95,15.36,15.54,184600,15.32724
2016-01-26,15.27,15.62,15.09,15.62,141900,15.406144
2016-01-25,15.51,15.84,15.02,15.04,261100,14.834085
2016-01-22,15.70,15.89,15.40,15.78,233100,15.563954
2016-01-21,14.65,15.27,14.56,15.11,196700,14.903127
2016-01-20,14.81,14.86,14.14,14.65,358600,14.449425
2016-01-19,15.59,15.61,14.85,15.08,279400,14.873538
2016-01-15,15.32,15.57,15.19,15.47,305800,15.258199
2016-01-14,15.37,16.040001,15.18,15.91,181100,15.692174
2016-01-13,15.75,15.85,15.09,15.25,247400,15.04121
2016-01-12,15.92,15.92,15.15,15.58,193100,15.366692
2016-01-11,15.95,15.95,15.34,15.53,202300,15.317377
2016-01-08,16.17,16.190001,15.82,15.89,253900,15.672448
2016-01-07,16.24,16.51,16.02,16.10,430400,15.879573
2016-01-06,16.879999,16.879999,16.379999,16.49,377400,16.264233
2016-01-05,17.120001,17.15,16.870001,17.139999,94100,16.905333
2016-01-04,17.049999,17.209999,16.799999,17.08,192600,16.846155
