Date,Open,High,Low,Close,Volume,Adj Close
2016-07-11,44.27,44.490002,44.23,44.389999,5813700,44.389999
2016-07-08,43.66,44.16,43.610001,44.130001,12748000,44.130001
2016-07-07,43.41,43.650002,43.290001,43.450001,6166100,43.450001
2016-07-06,43.009998,43.459999,42.860001,43.450001,7850800,43.450001
2016-07-05,43.240002,43.299999,43.02,43.150002,8680700,43.150002
2016-07-01,43.400002,43.599998,43.34,43.470001,7474700,43.470001
2016-06-30,43,43.389999,42.900002,43.369999,13355300,43.369999
2016-06-29,42.540001,42.970001,42.529999,42.900002,10504200,42.900002
2016-06-28,41.889999,42.25,41.82,42.25,13244700,42.25
2016-06-27,41.970001,41.970001,41.259998,41.43,18409000,41.43
2016-06-24,42.419998,43.139999,42.189999,42.279999,23623000,42.279999
2016-06-23,43.66,44.009998,43.5,43.970001,9763400,43.970001
2016-06-22,43.540001,43.700001,43.330002,43.380001,6495200,43.380001
2016-06-21,43.360001,43.630001,43.32,43.529999,5743900,43.529999
2016-06-20,43.43,43.610001,43.220001,43.23,6856000,43.23
2016-06-17,43.25,43.349998,42.860001,43.049999,11465200,43.049999
2016-06-16,43.240002,43.619999,43,43.549999,9596300,43.338998
2016-06-15,43.639999,43.73,43.41,43.459999,7078100,43.249434
2016-06-14,43.369999,43.639999,43.259998,43.57,8420600,43.358902
2016-06-13,43.57,43.830002,43.459999,43.470001,11852100,43.259388
2016-06-10,43.959999,44.110001,43.810001,43.959999,8282600,43.747012
2016-06-09,44.110001,44.349998,44.080002,44.299999,12919500,44.085365
2016-06-08,44.189999,44.360001,44.119999,44.290001,8158500,44.075415
2016-06-07,44.16,44.299999,44.150002,44.200001,4409400,43.985851
2016-06-06,43.970001,44.18,43.93,44.02,8635600,43.806723
2016-06-03,43.98,44.040001,43.700001,43.939999,8304700,43.727108
2016-06-02,43.900002,44.040001,43.68,44.040001,7764500,43.826626
2016-06-01,44.040001,44.200001,43.970001,44.080002,6885500,43.866433
2016-05-31,44.139999,44.25,43.93,44.189999,12371400,43.975897
2016-05-27,43.880001,44.16,43.830002,44.099998,7788000,43.886333
2016-05-26,43.75,43.959999,43.66,43.889999,6517100,43.677351
2016-05-25,43.630001,43.889999,43.57,43.75,9814700,43.53803
2016-05-24,42.82,43.52,42.82,43.450001,9461500,43.239485
2016-05-23,42.709999,42.889999,42.610001,42.650002,8427700,42.443361
2016-05-20,42.450001,42.830002,42.419998,42.73,5873000,42.522972
2016-05-19,42.349998,42.400002,41.970001,42.220001,8634800,42.015444
2016-05-18,42.259998,42.779999,42.200001,42.450001,10903500,42.24433
2016-05-17,42.669998,42.880001,42.240002,42.369999,9940100,42.164715
2016-05-16,42.25,42.900002,42.25,42.799999,6394200,42.592632
2016-05-13,42.360001,42.619999,42.16,42.209999,10921300,42.005491
2016-05-12,42.650002,42.650002,42.099998,42.369999,9336500,42.164715
2016-05-11,42.689999,42.93,42.490002,42.490002,7152100,42.284137
2016-05-10,42.380001,42.799999,42.330002,42.799999,13920200,42.592632
2016-05-09,42.27,42.450001,42.220001,42.25,7541200,42.045298
